lineup_id,match_id,player_id,team_id,is_starting_xi,tactical_position,minutes_played
893,18,893,35,0,FWD,0
894,18,894,35,0,FWD,0
895,18,895,35,1,FWD,90
896,18,896,35,0,GK,0
897,18,897,35,0,FWD,0
898,18,898,35,1,MID,90
899,18,899,35,1,DEF,90
900,18,900,35,1,MID,90
901,18,901,35,0,FWD,0
902,18,902,35,0,FWD,30
903,18,903,35,1,MID,90
904,18,904,35,1,MID,90
905,18,905,35,1,FWD,90
906,18,906,35,0,GK,0
907,18,907,35,1,DEF,90
908,18,908,35,0,MID,0
909,18,909,35,0,DEF,0
910,18,910,35,0,DEF,0
911,18,911,36,1,GK,90
912,18,912,36,0,MID,0
913,18,913,36,1,DEF,90
914,18,914,36,1,DEF,90
915,18,915,36,1,DEF,90
916,18,916,36,0,MID,0
917,18,917,36,0,FWD,0
918,18,918,36,1,MID,90
919,18,919,36,1,FWD,90
920,18,920,36,1,MID,90
921,18,921,36,1,FWD,90
922,18,922,36,0,GK,0
923,18,923,36,0,GK,0
924,18,924,36,0,MID,0
925,18,925,36,0,DEF,0
926,18,926,36,0,DEF,0
927,18,927,36,1,DEF,90
928,18,928,36,0,MID,0
929,18,929,36,0,MID,0
930,18,930,36,0,FWD,0
931,18,931,36,1,MID,90
932,18,932,36,1,MID,90
933,18,933,36,0,MID,0
934,18,934,36,0,DEF,0
935,18,935,36,0,DEF,0
936,18,936,36,0,FWD,0
937,19,937,37,0,GK,0
938,19,938,37,1,DEF,90
939,19,939,37,0,DEF,0
940,19,940,37,0,DEF,0
941,19,941,37,0,MID,0
942,19,942,37,1,DEF,90
943,19,943,37,0,MID,30
944,19,944,37,1,MID,90
945,19,945,37,1,FWD,90
946,19,946,37,0,FWD,30
947,19,947,37,0,MID,0
948,19,948,37,0,GK,0
949,19,949,37,1,DEF,90
950,19,950,37,1,MID,90
951,19,951,37,0,MID,30
952,19,952,37,0,FWD,0
953,19,953,37,0,FWD,0
954,19,954,37,0,FWD,0
955,19,955,37,0,DEF,0
956,19,956,37,1,MID,90
957,19,957,37,0,FWD,0
958,19,958,37,1,FWD,90
959,19,959,37,1,GK,90
960,19,960,37,1,MID,90
961,19,961,37,1,DEF,90
962,19,962,37,0,DEF,0
963,19,963,38,1,GK,90
964,19,964,38,0,DEF,0
965,19,965,38,0,DEF,0
966,19,966,38,0,DEF,0
967,19,967,38,0,DEF,0
968,19,968,38,0,MID,0
969,19,969,38,0,FWD,0
970,19,970,38,1,MID,90
971,19,971,38,1,FWD,90
972,19,972,38,1,MID,90
973,19,973,38,1,FWD,90
974,19,974,38,0,FWD,0
975,19,975,38,1,DEF,90
976,19,976,38,1,MID,90
977,19,977,38,1,DEF,90
978,19,978,38,0,GK,0
979,19,979,38,1,DEF,90
980,19,980,38,0,FWD,0
981,19,981,38,0,MID,0
982,19,982,38,0,FWD,0
983,19,983,38,1,DEF,90
984,19,984,38,1,MID,90
985,19,985,38,0,GK,0
986,19,986,38,0,MID,0
987,19,987,38,0,FWD,0
988,19,988,38,0,DEF,0
989,20,989,39,1,GK,90
990,20,990,39,1,DEF,90
991,20,991,39,1,DEF,90
992,20,992,39,0,MID,30
993,20,993,39,0,DEF,0
994,20,994,39,1,MID,90
995,20,995,39,0,FWD,30
996,20,996,39,0,DEF,0
997,20,997,39,0,MID,0
998,20,998,39,0,MID,0
999,20,999,39,0,FWD,0
1000,20,1000,39,0,GK,0
1001,20,1001,39,0,GK,0
1002,20,1002,39,1,FWD,90
1003,20,1003,39,1,DEF,90
1004,20,1004,39,0,DEF,0
1005,20,1005,39,1,MID,90
1006,20,1006,39,0,MID,30
1007,20,1007,39,0,MID,0
1008,20,1008,39,1,MID,90
1009,20,1009,39,1,FWD,90
1010,20,1010,39,0,MID,0
1011,20,1011,39,1,DEF,90
1012,20,1012,39,1,MID,90
1013,20,1013,39,0,DEF,0
1014,20,1014,39,0,MID,0
1015,20,1015,40,1,GK,90
1016,20,1016,40,1,DEF,90
1017,20,1017,40,1,DEF,90
1018,20,1018,40,0,DEF,0
1019,20,1019,40,1,DEF,90
1020,20,1020,40,0,MID,0
1021,20,1021,40,0,FWD,0
1022,20,1022,40,1,MID,90
1023,20,1023,40,0,FWD,30
1024,20,1024,40,1,FWD,90
1025,20,1025,40,1,FWD,90
1026,20,1026,40,0,GK,0
1027,20,1027,40,0,FWD,0
1028,20,1028,40,0,MID,0
1029,20,1029,40,1,MID,90
1030,20,1030,40,0,DEF,0
1031,20,1031,40,0,DEF,0
1032,20,1032,40,0,MID,0
1033,20,1033,40,1,DEF,90
1034,20,1034,40,1,MID,90
1035,20,1035,40,1,MID,90
1036,20,1036,40,0,GK,0
1037,20,1037,40,0,DEF,0
1038,20,1038,40,0,FWD,0
1039,20,1039,40,0,MID,0
1040,20,1040,40,0,DEF,0
1041,21,1041,41,1,GK,90
1042,21,1042,41,0,DEF,0
1043,21,1043,41,1,DEF,90
1044,21,1044,41,0,DEF,0
1045,21,1045,41,1,DEF,90
1046,21,1046,41,1,MID,90
1047,21,1047,41,0,FWD,0
1048,21,1048,41,1,MID,90
1049,21,1049,41,0,FWD,0
1050,21,1050,41,0,MID,0
1051,21,1051,41,0,FWD,0
1052,21,1052,41,0,GK,0
1053,21,1053,41,0,DEF,0
1054,21,1054,41,1,DEF,90
1055,21,1055,41,1,MID,90
1056,21,1056,41,0,FWD,0
1057,21,1057,41,1,FWD,90
1058,21,1058,41,1,FWD,90
1059,21,1059,41,0,FWD,0
1060,21,1060,41,0,DEF,0
1061,21,1061,41,0,MID,0
1062,21,1062,41,0,GK,0
1063,21,1063,41,1,MID,90
1064,21,1064,41,0,DEF,0
1065,21,1065,41,1,DEF,90
1066,21,1066,41,0,FWD,0
1067,21,1067,42,1,GK,90
1068,21,1068,42,1,DEF,90
1069,21,1069,42,1,DEF,90
1070,21,1070,42,1,DEF,90
1071,21,1071,42,0,DEF,0
1072,21,1072,42,1,MID,90
1073,21,1073,42,0,MID,0
1074,21,1074,42,0,MID,0
1075,21,1075,42,0,FWD,0
1076,21,1076,42,1,MID,90
1077,21,1077,42,0,FWD,0
1078,21,1078,42,0,DEF,0
1079,21,1079,42,0,FWD,0
1080,21,1080,42,1,MID,90
1081,21,1081,42,0,MID,0
1082,21,1082,42,0,GK,0
1083,21,1083,42,0,FWD,0
1084,21,1084,42,0,MID,0
1085,21,1085,42,0,FWD,0
1086,21,1086,42,1,FWD,90
1087,21,1087,42,0,GK,0
1088,21,1088,42,0,DEF,0
1089,21,1089,42,1,FWD,90
1090,21,1090,42,1,DEF,90
1091,21,1091,42,1,MID,90
1092,21,1092,42,0,DEF,30
1093,22,1145,45,1,GK,90
1094,22,1146,45,0,DEF,0
1095,22,1147,45,1,DEF,90
1096,22,1148,45,1,MID,90
1097,22,1149,45,0,DEF,0
1098,22,1150,45,1,DEF,90
1099,22,1151,45,1,FWD,90
1100,22,1152,45,1,MID,90
1101,22,1153,45,0,FWD,30
1102,22,1154,45,1,MID,90
1103,22,1155,45,0,FWD,30
1104,22,1156,45,0,DEF,0
1105,22,1157,45,0,GK,0
1106,22,1158,45,0,MID,0
1107,22,1159,45,0,DEF,0
1108,22,1160,45,0,MID,0
1109,22,1161,45,1,MID,90
1110,22,1162,45,1,FWD,90
1111,22,1163,45,0,FWD,0
1112,22,1164,45,0,FWD,0
1113,22,1165,45,0,MID,0
1114,22,1166,45,0,FWD,0
1115,22,1167,45,0,GK,0
1116,22,1168,45,1,DEF,90
1117,22,1169,45,0,DEF,0
1118,22,1170,45,1,DEF,90
1119,22,1171,46,1,GK,90
1120,22,1172,46,1,DEF,90
1121,22,1173,46,0,DEF,0
1122,22,1174,46,1,DEF,90
1123,22,1175,46,0,DEF,0
1124,22,1176,46,1,DEF,90
1125,22,1177,46,0,MID,0
1126,22,1178,46,1,MID,90
1127,22,1179,46,0,FWD,0
1128,22,1180,46,0,MID,0
1129,22,1181,46,0,FWD,0
1130,22,1182,46,0,GK,0
1131,22,1183,46,1,MID,90
1132,22,1184,46,0,FWD,30
1133,22,1185,46,0,MID,0
1134,22,1186,46,1,MID,90
1135,22,1187,46,1,MID,90
1136,22,1188,46,0,DEF,0
1137,22,1189,46,0,MID,0
1138,22,1190,46,1,FWD,90
1139,22,1191,46,0,MID,0
1140,22,1192,46,1,DEF,90
1141,22,1193,46,0,GK,0
1142,22,1194,46,0,FWD,0
1143,22,1195,46,0,DEF,0
1144,22,1196,46,1,FWD,90
1145,23,1197,47,1,GK,90
1146,23,1198,47,1,DEF,90
1147,23,1199,47,1,MID,90
1148,23,1200,47,1,DEF,90
1149,23,1201,47,0,MID,0
1150,23,1202,47,0,DEF,0
1151,23,1203,47,1,FWD,90
1152,23,1204,47,0,MID,0
1153,23,1205,47,0,FWD,0
1154,23,1206,47,0,FWD,0
1155,23,1207,47,1,MID,90
1156,23,1208,47,0,GK,0
1157,23,1209,47,0,FWD,0
1158,23,1210,47,0,DEF,0
1159,23,1211,47,1,MID,90
1160,23,1212,47,0,GK,0
1161,23,1213,47,0,DEF,0
1162,23,1214,47,1,DEF,90
1163,23,1215,47,0,FWD,0
1164,23,1216,47,1,MID,90
1165,23,1217,47,1,DEF,90
1166,23,1218,47,1,FWD,90
1167,23,1219,47,0,DEF,0
1168,23,1220,47,0,FWD,0
1169,23,1221,47,0,FWD,0
1170,23,1222,47,0,DEF,0
1171,23,1223,48,1,GK,90
1172,23,1224,48,1,DEF,90
1173,23,1225,48,1,DEF,90
1174,23,1226,48,0,DEF,0
1175,23,1227,48,0,DEF,0
1176,23,1228,48,1,MID,90
1177,23,1229,48,1,MID,90
1178,23,1230,48,1,MID,90
1179,23,1231,48,1,FWD,90
1180,23,1232,48,1,MID,90
1181,23,1233,48,0,MID,0
1182,23,1234,48,0,GK,0
1183,23,1235,48,0,DEF,0
1184,23,1236,48,0,DEF,0
1185,23,1237,48,0,DEF,0
1186,23,1238,48,1,DEF,90
1187,23,1239,48,0,FWD,0
1188,23,1240,48,0,FWD,0
1189,23,1241,48,0,MID,0
1190,23,1242,48,0,MID,0
1191,23,1243,48,0,MID,0
1192,23,1244,48,0,GK,0
1193,23,1245,48,1,DEF,90
1194,23,1246,48,1,FWD,90
1195,23,1247,48,0,DEF,0
1196,23,1248,48,0,DEF,0
1197,24,1093,43,1,GK,90
1198,24,1094,43,1,DEF,90
1199,24,1095,43,1,DEF,90
1200,24,1096,43,0,DEF,0
1201,24,1097,43,1,DEF,90
1202,24,1098,43,0,MID,0
1203,24,1099,43,1,MID,90
1204,24,1100,43,0,MID,0
1205,24,1101,43,0,MID,0
1206,24,1102,43,0,MID,0
1207,24,1103,43,1,MID,90
1208,24,1104,43,0,GK,0
1209,24,1105,43,1,DEF,90
1210,24,1106,43,1,FWD,90
1211,24,1107,43,0,DEF,0
1212,24,1108,43,0,GK,0
1213,24,1109,43,0,MID,0
1214,24,1110,43,0,DEF,0
1215,24,1111,43,1,MID,90
1216,24,1112,43,0,FWD,0
1217,24,1113,43,1,FWD,90
1218,24,1114,43,1,MID,90
1219,24,1115,43,0,MID,0
1220,24,1116,43,0,DEF,0
1221,24,1117,43,0,DEF,0
1222,24,1118,43,0,DEF,0
1223,24,1119,44,1,GK,90
1224,24,1120,44,1,DEF,90
1225,24,1121,44,1,DEF,90
1226,24,1122,44,0,DEF,0
1227,24,1123,44,0,MID,0
1228,24,1124,44,1,MID,90
1229,24,1125,44,1,FWD,90
1230,24,1126,44,1,MID,90
1231,24,1127,44,0,FWD,0
1232,24,1128,44,0,MID,0
1233,24,1129,44,1,MID,90
1234,24,1130,44,0,GK,0
1235,24,1131,44,0,DEF,0
1236,24,1132,44,1,DEF,90
1237,24,1133,44,0,MID,0
1238,24,1134,44,1,MID,90
1239,24,1135,44,0,DEF,0
1240,24,1136,44,0,DEF,0
1241,24,1137,44,0,FWD,30
1242,24,1138,44,0,MID,0
1243,24,1139,44,0,FWD,30
1244,24,1140,44,0,DEF,0
1245,24,1141,44,1,DEF,90
1246,24,1142,44,0,GK,0
1247,24,1143,44,1,FWD,90
1248,24,1144,44,0,FWD,0
1249,25,1,1,0,GK,0
1250,25,2,1,0,DEF,0
1251,25,3,1,1,DEF,90
1252,25,4,1,1,DEF,90
1253,25,5,1,1,DEF,90
1254,25,6,1,1,MID,90
1255,25,7,1,0,MID,30
1256,25,8,1,0,MID,0
1257,25,9,1,0,FWD,0
1258,25,10,1,0,FWD,0
1259,25,11,1,1,FWD,90
1260,25,12,1,0,GK,0
1261,25,13,1,1,GK,90
1262,25,14,1,1,FWD,90
1263,25,15,1,1,DEF,90
1264,25,16,1,0,FWD,0
1265,25,17,1,0,MID,0
1266,25,18,1,1,MID,90
1267,25,19,1,1,MID,90
1268,25,20,1,0,DEF,0
1269,25,21,1,0,FWD,0
1270,25,22,1,0,FWD,0
1271,25,23,1,0,DEF,0
1272,25,24,1,0,MID,0
1273,25,25,1,0,FWD,0
1274,25,26,1,1,MID,90
1275,25,53,3,1,GK,90
1276,25,54,3,1,DEF,90
1277,25,55,3,0,MID,0
1278,25,56,3,1,DEF,90
1279,25,57,3,0,DEF,0
1280,25,58,3,1,MID,90
1281,25,59,3,1,FWD,90
1282,25,60,3,0,MID,0
1283,25,61,3,0,FWD,0
1284,25,62,3,0,MID,0
1285,25,63,3,1,MID,90
1286,25,64,3,0,GK,0
1287,25,65,3,0,DEF,0
1288,25,66,3,0,DEF,0
1289,25,67,3,0,DEF,0
1290,25,68,3,0,DEF,0
1291,25,69,3,0,MID,0
1292,25,70,3,1,FWD,90
1293,25,71,3,1,MID,90
1294,25,72,3,1,MID,90
1295,25,73,3,0,GK,0
1296,25,74,3,1,DEF,90
1297,25,75,3,1,DEF,90
1298,25,76,3,0,MID,0
1299,25,77,3,0,MID,0
1300,25,78,3,0,MID,0
1301,26,79,4,1,GK,90
1302,26,80,4,1,DEF,90
1303,26,81,4,0,DEF,0
1304,26,82,4,1,DEF,90
1305,26,83,4,0,DEF,0
1306,26,84,4,1,DEF,90
1307,26,85,4,1,DEF,90
1308,26,86,4,0,MID,0
1309,26,87,4,0,FWD,0
1310,26,88,4,1,FWD,90
1311,26,89,4,0,FWD,0
1312,26,90,4,1,MID,90
1313,26,91,4,0,FWD,0
1314,26,92,4,0,DEF,0
1315,26,93,4,1,FWD,90
1316,26,94,4,0,GK,0
1317,26,95,4,1,MID,90
1318,26,96,4,1,MID,90
1319,26,97,4,0,FWD,0
1320,26,98,4,0,DEF,0
1321,26,99,4,0,DEF,0
1322,26,100,4,1,MID,90
1323,26,101,4,0,GK,0
1324,26,102,4,0,MID,30
1325,26,103,4,0,MID,0
1326,26,104,4,0,FWD,0
1327,26,27,2,1,GK,90
1328,26,28,2,0,DEF,0
1329,26,29,2,0,DEF,0
1330,26,30,2,1,MID,90
1331,26,31,2,1,MID,90
1332,26,32,2,1,DEF,90
1333,26,33,2,0,FWD,0
1334,26,34,2,0,FWD,0
1335,26,35,2,1,FWD,90
1336,26,36,2,1,FWD,90
1337,26,37,2,0,MID,0
1338,26,38,2,0,FWD,30
1339,26,39,2,1,MID,90
1340,26,40,2,1,DEF,90
1341,26,41,2,0,FWD,0
1342,26,42,2,0,GK,0
1343,26,43,2,0,FWD,0
1344,26,44,2,1,DEF,90
1345,26,45,2,0,DEF,0
1346,26,46,2,0,DEF,0
1347,26,47,2,0,DEF,0
1348,26,48,2,0,GK,0
1349,26,49,2,1,MID,90
1350,26,50,2,1,DEF,90
1351,26,51,2,0,FWD,0
1352,26,52,2,0,DEF,0
1353,27,105,5,0,GK,0
1354,27,106,5,1,DEF,90
1355,27,107,5,1,DEF,90
1356,27,108,5,0,DEF,0
1357,27,109,5,0,DEF,0
1358,27,110,5,0,MID,0
1359,27,111,5,1,MID,90
1360,27,112,5,1,MID,90
1361,27,113,5,0,FWD,30
1362,27,114,5,1,FWD,90
1363,27,115,5,0,MID,0
1364,27,116,5,0,FWD,0
1365,27,117,5,0,DEF,0
1366,27,118,5,1,MID,90
1367,27,119,5,1,DEF,90
1368,27,120,5,1,GK,90
1369,27,121,5,0,FWD,0
1370,27,122,5,0,GK,0
1371,27,123,5,1,DEF,90
1372,27,124,5,0,FWD,0
1373,27,125,5,0,MID,0
1374,27,126,5,0,DEF,0
1375,27,127,5,0,DEF,0
1376,27,128,5,1,FWD,90
1377,27,129,5,1,MID,90
1378,27,130,5,0,FWD,0
1379,27,157,7,1,GK,90
1380,27,158,7,0,DEF,0
1381,27,159,7,1,DEF,90
1382,27,160,7,0,DEF,0
1383,27,161,7,1,DEF,90
1384,27,162,7,1,MID,90
1385,27,163,7,0,FWD,0
1386,27,164,7,0,FWD,0
1387,27,165,7,0,FWD,0
1388,27,166,7,0,FWD,0
1389,27,167,7,1,FWD,90
1390,27,168,7,0,MID,30
1391,27,169,7,1,DEF,90
1392,27,170,7,1,DEF,90
1393,27,171,7,0,FWD,0
1394,27,172,7,0,DEF,0
1395,27,173,7,1,MID,90
1396,27,174,7,0,DEF,0
1397,27,175,7,1,FWD,90
1398,27,176,7,1,MID,90
1399,27,177,7,0,GK,0
1400,27,178,7,0,GK,0
1401,27,179,7,1,MID,90
1402,27,180,7,0,FWD,0
1403,27,181,7,0,DEF,0
1404,27,182,7,0,FWD,30
1405,28,183,8,1,GK,90
1406,28,184,8,0,DEF,0
1407,28,185,8,0,DEF,0
1408,28,186,8,1,DEF,90
1409,28,187,8,1,DEF,90
1410,28,188,8,1,MID,90
1411,28,189,8,0,FWD,30
1412,28,190,8,0,MID,0
1413,28,191,8,1,MID,90
1414,28,192,8,0,MID,30
1415,28,193,8,1,FWD,90
1416,28,194,8,0,GK,0
1417,28,195,8,0,DEF,0
1418,28,196,8,1,MID,90
1419,28,197,8,0,MID,0
1420,28,198,8,0,FWD,0
1421,28,199,8,0,FWD,30
1422,28,200,8,0,DEF,0
1423,28,201,8,1,FWD,90
1424,28,202,8,0,MID,0
1425,28,203,8,0,GK,0
1426,28,204,8,1,MID,90
1427,28,205,8,0,FWD,0
1428,28,206,8,1,DEF,90
1429,28,207,8,1,DEF,90
1430,28,208,8,0,FWD,0
1431,28,131,6,1,GK,90
1432,28,132,6,0,DEF,0
1433,28,133,6,0,DEF,0
1434,28,134,6,1,DEF,90
1435,28,135,6,1,DEF,90
1436,28,136,6,1,MID,90
1437,28,137,6,1,DEF,90
1438,28,138,6,0,MID,0
1439,28,139,6,0,FWD,0
1440,28,140,6,1,FWD,90
1441,28,141,6,0,FWD,0
1442,28,142,6,0,GK,0
1443,28,143,6,0,MID,0
1444,28,144,6,0,MID,0
1445,28,145,6,1,MID,90
1446,28,146,6,1,MID,90
1447,28,147,6,0,MID,0
1448,28,148,6,0,DEF,0
1449,28,149,6,1,FWD,90
1450,28,150,6,0,FWD,0
1451,28,151,6,1,DEF,90
1452,28,152,6,0,GK,0
1453,28,153,6,0,FWD,0
1454,28,154,6,0,DEF,0
1455,28,155,6,0,FWD,0
1456,28,156,6,1,MID,90
1457,29,209,9,1,GK,90
1458,29,210,9,1,MID,90
1459,29,211,9,1,DEF,90
1460,29,212,9,1,DEF,90
1461,29,213,9,0,MID,0
1462,29,214,9,0,DEF,0
1463,29,215,9,1,FWD,90
1464,29,216,9,1,MID,90
1465,29,217,9,1,FWD,90
1466,29,218,9,0,FWD,0
1467,29,219,9,0,FWD,0
1468,29,220,9,0,GK,0
1469,29,221,9,0,DEF,0
1470,29,222,9,1,DEF,90
1471,29,223,9,0,DEF,0
1472,29,224,9,0,DEF,30
1473,29,225,9,0,MID,0
1474,29,226,9,1,MID,90
1475,29,227,9,0,FWD,0
1476,29,228,9,1,MID,90
1477,29,229,9,0,FWD,0
1478,29,230,9,0,FWD,0
1479,29,231,9,0,GK,0
1480,29,232,9,1,DEF,90
1481,29,233,9,0,FWD,0
1482,29,234,9,0,FWD,0
1483,29,261,11,1,GK,90
1484,29,262,11,1,DEF,90
1485,29,263,11,0,DEF,0
1486,29,264,11,0,DEF,0
1487,29,265,11,1,DEF,90
1488,29,266,11,1,MID,90
1489,29,267,11,0,FWD,0
1490,29,268,11,0,DEF,0
1491,29,269,11,0,FWD,0
1492,29,270,11,1,MID,90
1493,29,271,11,0,FWD,0
1494,29,272,11,0,GK,0
1495,29,273,11,0,DEF,0
1496,29,274,11,0,DEF,0
1497,29,275,11,0,FWD,0
1498,29,276,11,0,FWD,0
1499,29,277,11,1,MID,90
1500,29,278,11,1,FWD,90
1501,29,279,11,0,FWD,0
1502,29,280,11,0,FWD,30
1503,29,281,11,1,FWD,90
1504,29,282,11,1,DEF,90
1505,29,283,11,0,GK,0
1506,29,284,11,1,DEF,90
1507,29,285,11,1,MID,90
1508,29,286,11,0,MID,0
1509,30,287,12,1,GK,90
1510,30,288,12,1,DEF,90
1511,30,289,12,1,DEF,90
1512,30,290,12,1,MID,90
1513,30,291,12,0,DEF,0
1514,30,292,12,1,DEF,90
1515,30,293,12,1,MID,90
1516,30,294,12,0,MID,0
1517,30,295,12,0,FWD,0
1518,30,296,12,0,FWD,0
1519,30,297,12,1,MID,90
1520,30,298,12,0,GK,0
1521,30,299,12,0,DEF,0
1522,30,300,12,0,FWD,0
1523,30,301,12,0,DEF,0
1524,30,302,12,0,DEF,0
1525,30,303,12,1,FWD,90
1526,30,304,12,1,FWD,90
1527,30,305,12,1,MID,90
1528,30,306,12,0,FWD,0
1529,30,307,12,0,GK,0
1530,30,308,12,1,DEF,90
1531,30,309,12,0,MID,0
1532,30,310,12,0,DEF,0
1533,30,311,12,0,FWD,0
1534,30,312,12,0,DEF,0
1535,30,235,10,1,GK,90
1536,30,236,10,1,DEF,90
1537,30,237,10,1,DEF,90
1538,30,238,10,0,MID,0
1539,30,239,10,0,DEF,0
1540,30,240,10,1,MID,90
1541,30,241,10,1,MID,90
1542,30,242,10,0,MID,0
1543,30,243,10,0,FWD,0
1544,30,244,10,1,FWD,90
1545,30,245,10,1,MID,90
1546,30,246,10,0,GK,0
1547,30,247,10,1,DEF,90
1548,30,248,10,0,DEF,0
1549,30,249,10,0,MID,0
1550,30,250,10,0,MID,0
1551,30,251,10,0,FWD,0
1552,30,252,10,1,DEF,90
1553,30,253,10,0,DEF,0
1554,30,254,10,0,FWD,0
1555,30,255,10,1,FWD,90
1556,30,256,10,0,GK,0
1557,30,257,10,1,MID,90
1558,30,258,10,0,MID,0
1559,30,259,10,0,DEF,0
1560,30,260,10,0,DEF,0
1561,31,313,13,1,GK,90
1562,31,314,13,1,DEF,90
1563,31,315,13,1,DEF,90
1564,31,316,13,1,MID,90
1565,31,317,13,1,DEF,90
1566,31,318,13,0,DEF,0
1567,31,319,13,0,MID,0
1568,31,320,13,1,MID,90
1569,31,321,13,0,FWD,0
1570,31,322,13,1,FWD,90
1571,31,323,13,0,FWD,0
1572,31,324,13,0,DEF,0
1573,31,325,13,0,DEF,0
1574,31,326,13,1,MID,90
1575,31,327,13,0,MID,0
1576,31,328,13,0,DEF,30
1577,31,329,13,1,MID,90
1578,31,330,13,0,DEF,0
1579,31,331,13,0,FWD,0
1580,31,332,13,1,FWD,90
1581,31,333,13,0,FWD,0
1582,31,334,13,1,DEF,90
1583,31,335,13,0,DEF,0
1584,31,336,13,0,GK,0
1585,31,337,13,0,GK,0
1586,31,338,13,0,FWD,0
1587,31,365,15,1,GK,90
1588,31,366,15,0,DEF,0
1589,31,367,15,1,DEF,90
1590,31,368,15,0,DEF,30
1591,31,369,15,1,DEF,90
1592,31,370,15,0,DEF,0
1593,31,371,15,0,FWD,0
1594,31,372,15,1,MID,90
1595,31,373,15,0,FWD,0
1596,31,374,15,0,FWD,0
1597,31,375,15,0,FWD,0
1598,31,376,15,0,GK,0
1599,31,377,15,1,MID,90
1600,31,378,15,1,MID,90
1601,31,379,15,0,DEF,0
1602,31,380,15,0,DEF,0
1603,31,381,15,1,FWD,90
1604,31,382,15,0,GK,0
1605,31,383,15,1,DEF,90
1606,31,384,15,1,FWD,90
1607,31,385,15,0,DEF,30
1608,31,386,15,0,MID,0
1609,31,387,15,0,FWD,0
1610,31,388,15,1,MID,90
1611,31,389,15,1,DEF,90
1612,31,390,15,0,FWD,0
1613,32,391,16,1,GK,90
1614,32,392,16,1,DEF,90
1615,32,393,16,1,DEF,90
1616,32,394,16,0,DEF,0
1617,32,395,16,1,MID,90
1618,32,396,16,1,MID,90
1619,32,397,16,0,FWD,0
1620,32,398,16,1,FWD,90
1621,32,399,16,0,FWD,0
1622,32,400,16,1,MID,90
1623,32,401,16,1,FWD,90
1624,32,402,16,0,GK,0
1625,32,403,16,0,DEF,0
1626,32,404,16,0,DEF,0
1627,32,405,16,1,DEF,90
1628,32,406,16,1,MID,90
1629,32,407,16,0,FWD,0
1630,32,408,16,0,DEF,0
1631,32,409,16,0,FWD,0
1632,32,410,16,1,DEF,90
1633,32,411,16,0,FWD,0
1634,32,412,16,0,MID,0
1635,32,413,16,0,GK,0
1636,32,414,16,0,FWD,0
1637,32,415,16,0,DEF,0
1638,32,416,16,0,FWD,0
1639,32,339,14,1,GK,90
1640,32,340,14,0,DEF,0
1641,32,341,14,1,DEF,90
1642,32,342,14,1,DEF,90
1643,32,343,14,0,DEF,0
1644,32,344,14,0,DEF,0
1645,32,345,14,1,MID,90
1646,32,346,14,1,MID,90
1647,32,347,14,0,FWD,0
1648,32,348,14,1,MID,90
1649,32,349,14,1,MID,90
1650,32,350,14,0,GK,0
1651,32,351,14,0,DEF,0
1652,32,352,14,0,MID,0
1653,32,353,14,1,DEF,90
1654,32,354,14,0,MID,0
1655,32,355,14,0,FWD,0
1656,32,356,14,0,FWD,0
1657,32,357,14,1,FWD,90
1658,32,358,14,0,MID,0
1659,32,359,14,0,FWD,0
1660,32,360,14,0,GK,0
1661,32,361,14,0,MID,30
1662,32,362,14,0,MID,0
1663,32,363,14,1,FWD,90
1664,32,364,14,1,DEF,90
1665,33,417,17,1,GK,90
1666,33,418,17,0,DEF,0
1667,33,419,17,0,DEF,0
1668,33,420,17,0,DEF,0
1669,33,421,17,1,MID,90
1670,33,422,17,1,DEF,90
1671,33,423,17,1,FWD,90
1672,33,424,17,0,MID,0
1673,33,425,17,0,MID,0
1674,33,426,17,1,MID,90
1675,33,427,17,1,FWD,90
1676,33,428,17,0,GK,0
1677,33,429,17,0,MID,0
1678,33,430,17,0,FWD,0
1679,33,431,17,1,DEF,90
1680,33,432,17,0,MID,0
1681,33,433,17,1,MID,90
1682,33,434,17,1,DEF,90
1683,33,435,17,0,MID,0
1684,33,436,17,0,MID,30
1685,33,437,17,0,GK,0
1686,33,438,17,0,DEF,0
1687,33,439,17,1,MID,90
1688,33,440,17,1,DEF,90
1689,33,441,17,0,MID,0
1690,33,442,17,0,FWD,30
1691,33,469,19,1,GK,90
1692,33,470,19,1,DEF,90
1693,33,471,19,0,DEF,0
1694,33,472,19,0,MID,0
1695,33,473,19,1,DEF,90
1696,33,474,19,1,MID,90
1697,33,475,19,0,DEF,0
1698,33,476,19,1,MID,90
1699,33,477,19,0,FWD,0
1700,33,478,19,0,FWD,0
1701,33,479,19,1,FWD,90
1702,33,480,19,0,FWD,0
1703,33,481,19,0,DEF,0
1704,33,482,19,0,FWD,0
1705,33,483,19,1,FWD,90
1706,33,484,19,0,GK,0
1707,33,485,19,1,DEF,90
1708,33,486,19,1,MID,90
1709,33,487,19,0,FWD,0
1710,33,488,19,0,DEF,0
1711,33,489,19,1,DEF,90
1712,33,490,19,0,FWD,0
1713,33,491,19,0,GK,0
1714,33,492,19,0,FWD,0
1715,33,493,19,0,MID,0
1716,33,494,19,1,MID,90
1717,34,495,20,1,GK,90
1718,34,496,20,0,DEF,0
1719,34,497,20,1,DEF,90
1720,34,498,20,1,DEF,90
1721,34,499,20,0,MID,0
1722,34,500,20,1,DEF,90
1723,34,501,20,1,DEF,90
1724,34,502,20,0,MID,0
